time,open,high,low,close,Volume
2021-12-20T18:00:00+08:00,17534,17559,17534,17546,3187
2021-12-20T19:00:00+08:00,17547,17578,17538,17578,2023
2021-12-20T20:00:00+08:00,17579,17588,17551,17553,3472
2021-12-20T21:00:00+08:00,17554,17571,17548,17566,1921
2021-12-20T22:00:00+08:00,17566,17593,17553,17585,5782
2021-12-20T23:00:00+08:00,17585,17592,17550,17558,4666
2021-12-21T00:00:00+08:00,17558,17585,17541,17583,3664
2021-12-21T01:00:00+08:00,17584,17613,17574,17575,3331
2021-12-21T02:00:00+08:00,17575,17625,17575,17610,1635
2021-12-21T03:00:00+08:00,17610,17627,17595,17609,1346
2021-12-21T04:00:00+08:00,17609,17634,17608,17623,1895
2021-12-21T08:45:00+08:00,17660,17730,17624,17723,33505
2021-12-21T09:45:00+08:00,17721,17773,17710,17752,19037
2021-12-21T10:45:00+08:00,17751,17785,17750,17777,9853
2021-12-21T11:45:00+08:00,17779,17824,17773,17820,9665
2021-12-21T12:45:00+08:00,17820,17829,17791,17796,15841
2021-12-21T15:00:00+08:00,17812,17815,17791,17796,2568
2021-12-21T16:00:00+08:00,17796,17796,17762,17784,3940
2021-12-21T17:00:00+08:00,17783,17795,17777,17782,1610
2021-12-21T18:00:00+08:00,17781,17808,17778,17805,1348
2021-12-21T19:00:00+08:00,17805,17817,17802,17808,1650
2021-12-21T20:00:00+08:00,17809,17814,17804,17812,861
2021-12-21T21:00:00+08:00,17813,17813,17800,17811,853
2021-12-21T22:00:00+08:00,17811,17816,17782,17791,3864
2021-12-21T23:00:00+08:00,17792,17807,17770,17790,3778
2021-12-22T00:00:00+08:00,17791,17821,17786,17811,2777
2021-12-22T01:00:00+08:00,17812,17835,17805,17834,1888
2021-12-22T02:00:00+08:00,17835,17842,17825,17837,1061
2021-12-22T03:00:00+08:00,17838,17848,17830,17844,957
2021-12-22T04:00:00+08:00,17846,17849,17830,17847,1364
2021-12-22T08:45:00+08:00,17847,17852,17798,17810,20589
2021-12-22T09:45:00+08:00,17808,17822,17792,17799,9768
2021-12-22T10:45:00+08:00,17800,17830,17783,17824,8008
2021-12-22T11:45:00+08:00,17824,17827,17797,17805,4244
2021-12-22T12:45:00+08:00,17804,17837,17802,17833,11290
2021-12-22T15:00:00+08:00,17833,17842,17830,17837,1486
2021-12-22T16:00:00+08:00,17837,17840,17822,17830,1452
2021-12-22T17:00:00+08:00,17832,17837,17827,17832,547
2021-12-22T18:00:00+08:00,17831,17845,17831,17841,774
2021-12-22T19:00:00+08:00,17842,17848,17838,17846,622
2021-12-22T20:00:00+08:00,17847,17849,17838,17840,707
2021-12-22T21:00:00+08:00,17839,17842,17827,17835,1098
2021-12-22T22:00:00+08:00,17835,17868,17831,17860,4020
2021-12-22T23:00:00+08:00,17861,17899,17852,17898,4679
2021-12-23T00:00:00+08:00,17897,17921,17892,17920,3443
2021-12-23T01:00:00+08:00,17920,17936,17914,17934,2037
2021-12-23T02:00:00+08:00,17933,17938,17915,17921,1162
2021-12-23T03:00:00+08:00,17920,17940,17915,17940,901
2021-12-23T04:00:00+08:00,17940,17952,17935,17950,2029
2021-12-23T08:45:00+08:00,17935,17983,17903,17926,32019
2021-12-23T09:45:00+08:00,17927,17968,17916,17933,14932
2021-12-23T10:45:00+08:00,17933,17946,17917,17926,5351
2021-12-23T11:45:00+08:00,17924,17942,17915,17941,4506
2021-12-23T12:45:00+08:00,17942,17956,17924,17954,9239
2021-12-23T15:00:00+08:00,17954,17973,17949,17971,2112
2021-12-23T16:00:00+08:00,17971,17973,17955,17964,1461
2021-12-23T17:00:00+08:00,17963,17968,17956,17964,739
2021-12-23T18:00:00+08:00,17963,17970,17962,17968,457
2021-12-23T19:00:00+08:00,17968,17970,17965,17968,303
2021-12-23T20:00:00+08:00,17969,17980,17967,17978,890
2021-12-23T21:00:00+08:00,17978,17978,17958,17965,1542
2021-12-23T22:00:00+08:00,17966,17978,17957,17968,2159
2021-12-23T23:00:00+08:00,17968,17999,17966,17999,3079
2021-12-24T00:00:00+08:00,17999,18010,17991,18007,1750
2021-12-24T01:00:00+08:00,18007,18008,17992,18001,611
2021-12-24T02:00:00+08:00,18001,18009,17997,17997,410
2021-12-24T03:00:00+08:00,17999,18007,17996,17996,492
2021-12-24T04:00:00+08:00,17999,18006,17988,17992,1412
2021-12-24T08:45:00+08:00,18014,18035,17990,18029,17157
2021-12-24T09:45:00+08:00,18030,18034,18008,18018,8286
2021-12-24T10:45:00+08:00,18018,18022,17975,17997,9066
2021-12-24T11:45:00+08:00,17998,18004,17986,17988,3282
2021-12-24T12:45:00+08:00,17988,17988,17946,17958,12212
2021-12-24T15:00:00+08:00,17940,17956,17917,17953,2211
2021-12-24T16:00:00+08:00,17953,17965,17953,17955,640
2021-12-24T17:00:00+08:00,17955,17963,17949,17949,477
2021-12-24T18:00:00+08:00,17950,17961,17946,17958,384
2021-12-24T19:00:00+08:00,17958,17960,17956,17959,170
2021-12-24T20:00:00+08:00,17958,17959,17954,17956,147
2021-12-24T21:00:00+08:00,17956,17976,17956,17973,1029
2021-12-24T22:00:00+08:00,17973,17982,17970,17977,720
2021-12-24T23:00:00+08:00,17976,17990,17975,17975,910
2021-12-25T00:00:00+08:00,17975,17976,17969,17972,506
2021-12-25T01:00:00+08:00,17972,17974,17960,17962,500
2021-12-25T02:00:00+08:00,17962,17966,17958,17960,260
2021-12-25T03:00:00+08:00,17959,17961,17940,17941,570
2021-12-25T04:00:00+08:00,17942,17955,17938,17951,720
2021-12-27T08:45:00+08:00,17982,18068,17967,18064,24183
2021-12-27T09:45:00+08:00,18064,18099,18058,18090,12682
2021-12-27T10:45:00+08:00,18090,18095,18070,18077,4679
2021-12-27T11:45:00+08:00,18078,18095,18074,18077,4538
2021-12-27T12:45:00+08:00,18078,18086,18056,18070,12008
2021-12-27T15:00:00+08:00,18075,18077,18059,18068,1466
2021-12-27T16:00:00+08:00,18068,18091,18067,18088,1318
2021-12-27T17:00:00+08:00,18087,18093,18081,18091,654
2021-12-27T18:00:00+08:00,18092,18096,18087,18088,665
2021-12-27T19:00:00+08:00,18088,18090,18084,18085,375
2021-12-27T20:00:00+08:00,18085,18106,18083,18102,1342
2021-12-27T21:00:00+08:00,18102,18104,18097,18099,712
2021-12-27T22:00:00+08:00,18100,18112,18085,18100,3575
2021-12-27T23:00:00+08:00,18101,18126,18096,18125,3162
2021-12-28T00:00:00+08:00,18125,18128,18113,18125,1614
2021-12-28T01:00:00+08:00,18124,18134,18122,18133,924
2021-12-28T02:00:00+08:00,18133,18137,18130,18136,375
2021-12-28T03:00:00+08:00,18138,18140,18122,18128,1100
2021-12-28T04:00:00+08:00,18126,18133,18115,18129,1556
2021-12-28T08:45:00+08:00,18115,18148,18105,18137,20893
2021-12-28T09:45:00+08:00,18137,18159,18126,18144,11836
2021-12-28T10:45:00+08:00,18144,18156,18126,18151,7009
2021-12-28T11:45:00+08:00,18151,18194,18151,18191,10235
2021-12-28T12:45:00+08:00,18190,18209,18178,18208,10959
2021-12-28T15:00:00+08:00,18216,18229,18210,18223,2457
2021-12-28T16:00:00+08:00,18223,18261,18223,18259,3362
2021-12-28T17:00:00+08:00,18259,18261,18246,18252,1684
2021-12-28T18:00:00+08:00,18253,18263,18251,18255,906
2021-12-28T19:00:00+08:00,18255,18257,18249,18249,502
2021-12-28T20:00:00+08:00,18249,18260,18248,18256,720
2021-12-28T21:00:00+08:00,18256,18258,18237,18240,938
2021-12-28T22:00:00+08:00,18239,18253,18226,18246,3915
2021-12-28T23:00:00+08:00,18245,18248,18227,18234,2019
2021-12-29T00:00:00+08:00,18234,18238,18206,18227,2512
2021-12-29T01:00:00+08:00,18227,18227,18187,18197,2692
2021-12-29T02:00:00+08:00,18196,18197,18183,18196,947
2021-12-29T03:00:00+08:00,18195,18195,18181,18189,649
2021-12-29T04:00:00+08:00,18190,18202,18180,18193,1196
2021-12-29T08:45:00+08:00,18195,18243,18191,18204,19633
2021-12-29T09:45:00+08:00,18206,18230,18188,18225,10354
2021-12-29T10:45:00+08:00,18225,18245,18220,18233,6109
2021-12-29T11:45:00+08:00,18233,18268,18229,18263,7651
2021-12-29T12:45:00+08:00,18264,18289,18256,18276,13261
2021-12-29T15:00:00+08:00,18273,18291,18265,18285,1974
2021-12-29T16:00:00+08:00,18284,18290,18279,18284,1074
2021-12-29T17:00:00+08:00,18284,18286,18278,18280,587
2021-12-29T18:00:00+08:00,18282,18283,18273,18274,676
2021-12-29T19:00:00+08:00,18274,18274,18263,18270,1136
2021-12-29T20:00:00+08:00,18269,18270,18254,18255,1185
2021-12-29T21:00:00+08:00,18256,18260,18240,18251,2239
2021-12-29T22:00:00+08:00,18251,18275,18251,18269,2391
2021-12-29T23:00:00+08:00,18268,18269,18233,18260,3138
2021-12-30T00:00:00+08:00,18258,18266,18244,18255,1073
2021-12-30T01:00:00+08:00,18255,18259,18241,18258,586
2021-12-30T02:00:00+08:00,18259,18264,18254,18264,378
2021-12-30T03:00:00+08:00,18264,18274,18261,18273,503
2021-12-30T04:00:00+08:00,18272,18280,18266,18268,844
2021-12-30T08:45:00+08:00,18242,18264,18215,18256,16094
2021-12-30T09:45:00+08:00,18256,18265,18210,18221,10745
2021-12-30T10:45:00+08:00,18221,18222,18177,18200,12461
2021-12-30T11:45:00+08:00,18199,18224,18197,18220,5315
2021-12-30T12:45:00+08:00,18222,18238,18197,18212,12277
2021-12-30T15:00:00+08:00,18212,18229,18203,18224,1763
2021-12-30T16:00:00+08:00,18225,18240,18225,18234,1242
2021-12-30T17:00:00+08:00,18234,18245,18231,18239,1251
2021-12-30T18:00:00+08:00,18239,18239,18230,18231,464
2021-12-30T19:00:00+08:00,18231,18242,18223,18238,904
2021-12-30T20:00:00+08:00,18239,18240,18231,18232,373
2021-12-30T21:00:00+08:00,18232,18236,18227,18234,373
2021-12-30T22:00:00+08:00,18232,18258,18227,18250,2525
2021-12-30T23:00:00+08:00,18251,18262,18247,18249,1613
2021-12-31T00:00:00+08:00,18249,18260,18242,18257,767
2021-12-31T01:00:00+08:00,18257,18265,18250,18262,893
2021-12-31T02:00:00+08:00,18261,18267,18254,18262,578
2021-12-31T03:00:00+08:00,18263,18266,18254,18263,424
2021-12-31T04:00:00+08:00,18262,18264,18243,18246,1106
2022-01-03T08:45:00+08:00,18288,18389,18261,18277,44972
2022-01-03T09:45:00+08:00,18277,18287,18254,18277,17804
2022-01-03T10:45:00+08:00,18277,18288,18203,18222,14934
2022-01-03T11:45:00+08:00,18221,18256,18216,18252,6728
2022-01-03T12:45:00+08:00,18253,18283,18242,18273,12493
2022-01-04T08:45:00+08:00,18361,18497,18359,18459,38150
2022-01-04T09:45:00+08:00,18460,18476,18413,18455,18154
2022-01-04T10:45:00+08:00,18456,18486,18429,18474,11105
2022-01-04T11:45:00+08:00,18473,18493,18461,18487,8114
2022-01-04T12:45:00+08:00,18486,18522,18475,18516,15166
2022-01-04T15:00:00+08:00,18516,18527,18505,18526,2602
2022-01-04T16:00:00+08:00,18526,18555,18521,18545,2579
2022-01-04T17:00:00+08:00,18544,18554,18541,18550,1001
2022-01-04T18:00:00+08:00,18551,18566,18549,18562,1449
2022-01-04T19:00:00+08:00,18562,18567,18554,18556,909
2022-01-04T20:00:00+08:00,18557,18557,18540,18550,1523
2022-01-04T21:00:00+08:00,18550,18555,18530,18545,1579
2022-01-04T22:00:00+08:00,18545,18577,18531,18571,4453
2022-01-04T23:00:00+08:00,18571,18573,18514,18518,5685
2022-01-05T00:00:00+08:00,18518,18519,18480,18504,5981
2022-01-05T01:00:00+08:00,18503,18506,18484,18494,1893
2022-01-05T02:00:00+08:00,18494,18502,18474,18477,1523
2022-01-05T03:00:00+08:00,18479,18515,18475,18515,1161
2022-01-05T04:00:00+08:00,18513,18530,18512,18520,1566
2022-01-05T08:45:00+08:00,18480,18546,18454,18500,30831
2022-01-05T09:45:00+08:00,18501,18529,18479,18498,14622
2022-01-05T10:45:00+08:00,18498,18509,18449,18470,15204
2022-01-05T11:45:00+08:00,18471,18492,18452,18461,7364
2022-01-05T12:45:00+08:00,18462,18488,18438,18480,13965
2022-01-05T15:00:00+08:00,18495,18518,18489,18511,3302
2022-01-05T16:00:00+08:00,18512,18522,18510,18521,1475
2022-01-05T17:00:00+08:00,18521,18556,18519,18548,2912
2022-01-05T18:00:00+08:00,18550,18565,18547,18547,1877
2022-01-05T19:00:00+08:00,18547,18550,18538,18545,1189
2022-01-05T20:00:00+08:00,18543,18547,18531,18537,889
2022-01-05T21:00:00+08:00,18537,18559,18530,18555,1845
2022-01-05T22:00:00+08:00,18554,18556,18521,18540,3964
2022-01-05T23:00:00+08:00,18540,18548,18526,18534,2838
2022-01-06T00:00:00+08:00,18534,18537,18497,18512,3024
2022-01-06T01:00:00+08:00,18511,18532,18499,18501,1880
2022-01-06T02:00:00+08:00,18501,18509,18484,18499,1362
2022-01-06T03:00:00+08:00,18499,18519,18378,18399,6760
2022-01-06T04:00:00+08:00,18398,18398,18304,18314,5534
2022-01-06T08:45:00+08:00,18345,18416,18304,18406,39340
2022-01-06T09:45:00+08:00,18405,18419,18280,18280,27801
2022-01-06T10:45:00+08:00,18281,18329,18265,18303,15549
2022-01-06T11:45:00+08:00,18302,18312,18258,18281,10128
2022-01-06T12:45:00+08:00,18281,18364,18238,18335,26724
2022-01-06T15:00:00+08:00,18343,18399,18339,18376,5572
2022-01-06T16:00:00+08:00,18378,18395,18342,18374,3857
2022-01-06T17:00:00+08:00,18375,18380,18351,18363,1601
2022-01-06T18:00:00+08:00,18363,18387,18360,18371,1795
2022-01-06T19:00:00+08:00,18372,18379,18362,18369,1253
2022-01-06T20:00:00+08:00,18370,18381,18365,18372,1030
2022-01-06T21:00:00+08:00,18370,18380,18368,18375,904
2022-01-06T22:00:00+08:00,18374,18422,18367,18369,7509
2022-01-06T23:00:00+08:00,18370,18409,18333,18389,10353
2022-01-07T00:00:00+08:00,18389,18413,18382,18400,3510
2022-01-07T01:00:00+08:00,18402,18430,18393,18416,2280
2022-01-07T02:00:00+08:00,18416,18421,18387,18402,1527
2022-01-07T03:00:00+08:00,18402,18421,18387,18404,1246
2022-01-07T04:00:00+08:00,18404,18423,18370,18391,1662
2022-01-07T08:45:00+08:00,18459,18478,18269,18272,39500
2022-01-07T09:45:00+08:00,18272,18302,18115,18152,48841
2022-01-07T10:45:00+08:00,18153,18237,18136,18186,20062
2022-01-07T11:45:00+08:00,18187,18197,18150,18161,9867
2022-01-07T12:45:00+08:00,18162,18206,18140,18144,19126
2022-01-07T15:00:00+08:00,18131,18175,18102,18171,6176
2022-01-07T16:00:00+08:00,18170,18173,18118,18140,2963
2022-01-07T17:00:00+08:00,18140,18173,18134,18160,2291
2022-01-07T18:00:00+08:00,18161,18182,18156,18170,1551
2022-01-07T19:00:00+08:00,18170,18176,18161,18162,933
2022-01-07T20:00:00+08:00,18163,18175,18153,18155,1093
2022-01-07T21:00:00+08:00,18156,18195,18136,18150,5044
2022-01-07T22:00:00+08:00,18151,18186,18135,18167,4696
2022-01-07T23:00:00+08:00,18168,18171,18062,18082,8892
2022-01-08T00:00:00+08:00,18081,18168,18075,18152,7089
2022-01-08T01:00:00+08:00,18153,18159,18122,18134,2738
2022-01-08T02:00:00+08:00,18134,18141,18115,18124,1301
2022-01-08T03:00:00+08:00,18126,18154,18112,18146,1478
2022-01-08T04:00:00+08:00,18146,18163,18125,18125,1923
2022-01-10T08:45:00+08:00,18075,18185,18022,18162,39377
2022-01-10T09:45:00+08:00,18161,18233,18151,18197,20847
2022-01-10T10:45:00+08:00,18197,18213,18154,18191,11932
2022-01-10T11:45:00+08:00,18191,18246,18189,18225,9875
2022-01-10T12:45:00+08:00,18223,18264,18200,18258,14258
2022-01-10T15:00:00+08:00,18269,18305,18264,18297,4454
2022-01-10T16:00:00+08:00,18296,18302,18258,18282,3865
2022-01-10T17:00:00+08:00,18281,18296,18279,18281,1766
2022-01-10T18:00:00+08:00,18281,18295,18278,18284,906
2022-01-10T19:00:00+08:00,18284,18286,18264,18280,1318
2022-01-10T20:00:00+08:00,18280,18283,18212,18218,4450
2022-01-10T21:00:00+08:00,18218,18239,18214,18224,2879
2022-01-10T22:00:00+08:00,18224,18228,18168,18177,7433
2022-01-10T23:00:00+08:00,18175,18180,18105,18123,10132
2022-01-11T00:00:00+08:00,18122,18148,18104,18140,4924
2022-01-11T01:00:00+08:00,18139,18140,18091,18111,3857
2022-01-11T02:00:00+08:00,18110,18178,18107,18166,3187
2022-01-11T03:00:00+08:00,18168,18195,18143,18165,2079
2022-01-11T04:00:00+08:00,18167,18207,18137,18207,3290
2022-01-11T08:45:00+08:00,18200,18254,18123,18132,36312
2022-01-11T09:45:00+08:00,18133,18209,18102,18199,26798
2022-01-11T10:45:00+08:00,18200,18295,18200,18277,19262
2022-01-11T11:45:00+08:00,18279,18284,18183,18208,16779
2022-01-11T12:45:00+08:00,18209,18284,18173,18280,19909
2022-01-11T15:00:00+08:00,18250,18265,18238,18259,3632
2022-01-11T16:00:00+08:00,18259,18276,18217,18241,4379
2022-01-11T17:00:00+08:00,18241,18286,18240,18272,3355
2022-01-11T18:00:00+08:00,18274,18279,18262,18270,1447
2022-01-11T19:00:00+08:00,18270,18273,18257,18264,1082
2022-01-11T20:00:00+08:00,18263,18268,18246,18247,1435
2022-01-11T21:00:00+08:00,18246,18255,18233,18237,1998
2022-01-11T22:00:00+08:00,18237,18277,18225,18268,7445
2022-01-11T23:00:00+08:00,18270,18298,18254,18276,7438
2022-01-12T00:00:00+08:00,18277,18349,18277,18343,7191
2022-01-12T01:00:00+08:00,18343,18347,18322,18342,1706
2022-01-12T02:00:00+08:00,18340,18357,18322,18356,1613
2022-01-12T03:00:00+08:00,18356,18384,18347,18373,1747
2022-01-12T04:00:00+08:00,18375,18391,18373,18379,1487
2022-01-12T08:45:00+08:00,18403,18411,18316,18317,29729
2022-01-12T09:45:00+08:00,18318,18333,18281,18309,20964
2022-01-12T10:45:00+08:00,18310,18316,18271,18302,12038
2022-01-12T11:45:00+08:00,18302,18336,18286,18317,9148
2022-01-12T12:45:00+08:00,18318,18379,18303,18377,18094
2022-01-12T13:45:00+08:00,18377,18377,18374,18375,88
2022-01-12T15:00:00+08:00,18383,18394,18364,18382,2992
2022-01-12T16:00:00+08:00,18381,18387,18357,18367,2181
2022-01-12T17:00:00+08:00,18366,18390,18364,18388,1460
2022-01-12T18:00:00+08:00,18388,18391,18373,18384,1323
2022-01-12T19:00:00+08:00,18384,18388,18375,18375,1058
2022-01-12T20:00:00+08:00,18376,18384,18372,18378,815
2022-01-12T21:00:00+08:00,18377,18427,18375,18417,5034
2022-01-12T22:00:00+08:00,18417,18444,18408,18441,5365
2022-01-12T23:00:00+08:00,18442,18446,18389,18405,6221
2022-01-13T00:00:00+08:00,18406,18426,18362,18415,5452
2022-01-13T01:00:00+08:00,18415,18438,18395,18433,2424
2022-01-13T02:00:00+08:00,18432,18435,18403,18411,1188
2022-01-13T03:00:00+08:00,18409,18435,18403,18430,947
2022-01-13T04:00:00+08:00,18430,18441,18408,18431,1328
2022-01-13T08:45:00+08:00,18433,18469,18368,18467,34779
2022-01-13T09:45:00+08:00,18468,18485,18364,18387,25738
2022-01-13T10:45:00+08:00,18388,18421,18370,18413,10508
2022-01-13T11:45:00+08:00,18414,18444,18408,18420,9535
2022-01-13T12:45:00+08:00,18421,18446,18414,18425,14460
2022-01-13T15:00:00+08:00,18481,18519,18477,18518,8800
2022-01-13T16:00:00+08:00,18519,18567,18517,18542,5845
2022-01-13T17:00:00+08:00,18543,18562,18535,18558,2464
2022-01-13T18:00:00+08:00,18559,18568,18555,18556,1292
2022-01-13T19:00:00+08:00,18557,18563,18547,18549,1288
2022-01-13T20:00:00+08:00,18550,18566,18548,18564,1322
2022-01-13T21:00:00+08:00,18564,18586,18562,18584,3069
2022-01-13T22:00:00+08:00,18585,18650,18570,18642,9761
2022-01-13T23:00:00+08:00,18643,18646,18550,18582,11296
2022-01-14T00:00:00+08:00,18582,18620,18575,18604,4670
2022-01-14T01:00:00+08:00,18604,18604,18559,18580,3366
2022-01-14T02:00:00+08:00,18580,18604,18573,18592,1316
2022-01-14T03:00:00+08:00,18591,18607,18580,18582,1069
2022-01-14T04:00:00+08:00,18582,18583,18538,18550,3207
2022-01-14T08:45:00+08:00,18549,18560,18266,18270,67763
2022-01-14T09:45:00+08:00,18270,18325,18220,18321,35303
2022-01-14T10:45:00+08:00,18321,18332,18256,18262,15681
2022-01-14T11:45:00+08:00,18263,18357,18260,18301,16701
2022-01-14T12:45:00+08:00,18301,18391,18296,18357,19787
2022-01-14T15:00:00+08:00,18386,18422,18380,18388,5233
2022-01-14T16:00:00+08:00,18389,18419,18383,18397,2787
2022-01-14T17:00:00+08:00,18398,18415,18396,18405,1331
2022-01-14T18:00:00+08:00,18405,18409,18391,18404,1179
2022-01-14T19:00:00+08:00,18405,18411,18393,18398,798
2022-01-14T20:00:00+08:00,18398,18400,18314,18314,5164
2022-01-14T21:00:00+08:00,18315,18334,18307,18332,3928
2022-01-14T22:00:00+08:00,18331,18418,18325,18415,8764
2022-01-14T23:00:00+08:00,18416,18442,18388,18412,8772
2022-01-15T00:00:00+08:00,18414,18429,18385,18410,4318
2022-01-15T01:00:00+08:00,18411,18417,18365,18367,2129
2022-01-15T02:00:00+08:00,18367,18407,18353,18404,2235
2022-01-15T03:00:00+08:00,18404,18416,18384,18397,1183
2022-01-15T04:00:00+08:00,18400,18435,18399,18435,1936
2022-01-17T08:45:00+08:00,18417,18508,18387,18507,39904
2022-01-17T09:45:00+08:00,18507,18522,18467,18475,20580
2022-01-17T10:45:00+08:00,18476,18508,18450,18497,14915
2022-01-17T11:45:00+08:00,18497,18503,18480,18490,7028
2022-01-17T12:45:00+08:00,18489,18537,18488,18509,18045
2022-01-17T15:00:00+08:00,18519,18530,18506,18524,2908
2022-01-17T16:00:00+08:00,18523,18535,18505,18528,2159
2022-01-17T17:00:00+08:00,18528,18551,18524,18543,1987
2022-01-17T18:00:00+08:00,18542,18552,18536,18539,974
2022-01-17T19:00:00+08:00,18538,18545,18534,18540,843
2022-01-17T20:00:00+08:00,18540,18545,18531,18538,625
2022-01-17T21:00:00+08:00,18538,18539,18521,18529,1665
2022-01-17T22:00:00+08:00,18529,18542,18516,18529,1603
2022-01-17T23:00:00+08:00,18528,18535,18522,18525,920
2022-01-18T00:00:00+08:00,18526,18529,18519,18521,628
2022-01-18T01:00:00+08:00,18522,18526,18507,18525,1038
2022-01-18T02:00:00+08:00,18524,18530,18523,18528,272
2022-01-18T03:00:00+08:00,18526,18536,18524,18531,271
2022-01-18T04:00:00+08:00,18528,18531,18510,18530,600
2022-01-18T08:45:00+08:00,18531,18571,18472,18570,31543
2022-01-18T09:45:00+08:00,18571,18583,18536,18549,17587
2022-01-18T10:45:00+08:00,18549,18570,18503,18504,13279
2022-01-18T11:45:00+08:00,18504,18514,18437,18440,20564
2022-01-18T12:45:00+08:00,18438,18454,18347,18350,27958
2022-01-18T15:00:00+08:00,18325,18349,18302,18339,753
2022-01-18T16:00:00+08:00,18338,18339,18289,18316,840
2022-01-18T17:00:00+08:00,18313,18317,18270,18286,790
2022-01-18T18:00:00+08:00,18286,18303,18286,18296,267
2022-01-18T19:00:00+08:00,18295,18297,18273,18294,246
2022-01-18T20:00:00+08:00,18294,18315,18289,18313,372
2022-01-18T21:00:00+08:00,18315,18320,18299,18314,404
2022-01-18T22:00:00+08:00,18316,18324,18262,18286,1630
2022-01-18T23:00:00+08:00,18285,18313,18271,18294,903
2022-01-19T00:00:00+08:00,18294,18300,18273,18290,517
2022-01-19T01:00:00+08:00,18290,18297,18237,18240,845
2022-01-19T02:00:00+08:00,18238,18263,18231,18260,500
2022-01-19T03:00:00+08:00,18260,18288,18245,18276,279
2022-01-19T04:00:00+08:00,18274,18277,18215,18218,671
2022-01-19T08:45:00+08:00,18258,18309,18189,18265,16336
2022-01-19T09:45:00+08:00,18262,18299,18233,18235,7604
2022-01-19T10:45:00+08:00,18235,18252,18190,18192,9501
2022-01-19T11:45:00+08:00,18192,18221,18162,18202,9653
2022-01-19T12:45:00+08:00,18202,18208,18141,18143,17783
2022-01-19T15:00:00+08:00,18158,18172,18135,18158,5284
2022-01-19T16:00:00+08:00,18158,18197,18136,18193,5426
2022-01-19T17:00:00+08:00,18193,18236,18186,18231,4897
2022-01-19T18:00:00+08:00,18230,18233,18209,18224,2740
2022-01-19T19:00:00+08:00,18225,18229,18211,18221,1551
2022-01-19T20:00:00+08:00,18221,18224,18201,18215,1825
2022-01-19T21:00:00+08:00,18215,18240,18215,18238,2884
2022-01-19T22:00:00+08:00,18238,18250,18216,18239,5603
2022-01-19T23:00:00+08:00,18239,18244,18187,18208,8183
2022-01-20T00:00:00+08:00,18206,18217,18179,18214,4535
2022-01-20T01:00:00+08:00,18215,18234,18211,18223,2238
2022-01-20T02:00:00+08:00,18221,18232,18206,18213,986
2022-01-20T03:00:00+08:00,18212,18215,18171,18192,1614
2022-01-20T04:00:00+08:00,18191,18211,18152,18152,2148
2022-01-20T08:45:00+08:00,18203,18216,18081,18144,44731
2022-01-20T09:45:00+08:00,18144,18186,18112,18119,22082
